occupation,skill,relation_type
"import export manager in fish, crustaceans and molluscs",manage processes,essential
"import export manager in fish, crustaceans and molluscs",produce sales reports,essential
"import export manager in fish, crustaceans and molluscs",have computer literacy,essential
"import export manager in fish, crustaceans and molluscs",maintain financial records,essential
"import export manager in fish, crustaceans and molluscs",direct distribution operations,essential
control panel tester,quality assurance procedures,essential
control panel tester,electricity principles,essential
control panel tester,electrical equipment regulations,essential
control panel tester,electromechanics,essential
control panel tester,electrical wire accessories,essential
control panel tester,instrument performance elements,essential
control panel tester,power electronics,essential
control panel tester,switching devices,essential
